id,flow_rate,device_id,timeInstant,humidity,humiditySoil,temperature,commandInfo,totalFlow,created_at
f9e2e372-b07e-11ec-947c-0e9170a2fd2b," 0",Thing:smartirrigation005,30-03-2022T20:13:14,65.00,0.00,27.60,true," 0",1648671194
6537ab94-b07f-11ec-891e-0e9170a2fd2b," 0",Thing:smartirrigation005,30-03-2022T20:16:14,65.00,0.00,27.65,true," 0",1648671374
8e3b332a-b080-11ec-b8a9-0e9170a2fd2b," 0",Thing:smartirrigation005,30-03-2022T20:24:32,65.00,0.00,27.70,true," 0",1648671872
50e72484-aedc-11ec-882c-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:16:21,94.60,64.44,24.86,false,751,1648588573
74b308f6-aedc-11ec-877e-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:17:21,95.00,73.48,24.48,false,751,1648588633
98893188-aedc-11ec-95e7-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:18:21,95.00,71.82,24.04,false,751,1648588693
bd74c002-aedc-11ec-b8f0-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:19:23,95.00,53.53,23.87,false,751,1648588753
e026a6f6-aedc-11ec-b704-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:20:21,95.00,54.29,23.60,false,751,1648588813
03cfb9b2-aedd-11ec-ac90-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:21:21,95.00,54.85,23.45,false,751,1648588873
279e7c2a-aedd-11ec-a637-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:22:21,95.00,58.10,23.30,false,751,1648588933
4b6c3200-aedd-11ec-a538-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:23:21,95.00,58.95,23.38,false,751,1648588993
6f2b36fa-aedd-11ec-abe6-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:24:21,95.00,58.83,23.50,false,751,1648589053
955346d8-aedd-11ec-9168-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:25:25,95.00,58.44,23.50,false,751,1648589113
b6cfec26-aedd-11ec-b431-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:26:21,95.00,57.88,23.50,false,751,1648589173
da915a78-aedd-11ec-abaf-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:27:21,95.00,64.88,23.50,false,751,1648589233
fe41c8cc-aedd-11ec-995c-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:28:21,95.00,12.75,23.32,false,751,1648589293
21fe456a-aede-11ec-93a0-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:29:21,95.00,11.21,23.40,true,751,1648589353
45d7b174-aede-11ec-9138-0e9170a2fd2b," 0",Thing:smartirrigation005,28-03-2022T18:30:21,nan,11.33,nan,true,751,1648589413
5114f21e-af8c-11ec-8695-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T15:16:13,95.00,100.00nan,23.20,true,751,1648577773
253ddf7c-af94-11ec-b84b-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T16:12:15,95.00,95.78,nan,true," 0",1648581133
af45a914-af9b-11ec-917e-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T17:06:13,nan,100.0072.75,nan,true," 0",1648584373
cf5c09c8-af9b-11ec-8343-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T17:07:07,nan,100.0073.00,26.72,true," 0",1648584433
6f2830c0-afc5-11ec-9103-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T22:05:04,76.00,100.0086.00,24.40,false," 0",1648591504
8d5174e8-afc6-11ec-a0fa-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T22:13:05,76.00,100.0085.50,24.40,false," 0",1648591985
ab8daf20-afc7-11ec-9d2e-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T22:21:05,76.00,100.0085.00,24.30,false," 0",1648592465
c9b702d4-afc8-11ec-b49c-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T22:29:05,76.00,100.0085.60,24.30,false," 0",1648592945
e7e16b86-afc9-11ec-9fc5-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T22:37:05,76.00,100.0085.00,24.30,false," 0",1648593425
9ac5c0e4-afca-11ec-ad05-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T22:42:05,76.00,100.0086.33,24.40,false," 0",1648593725
29d66720-afcb-11ec-b3c3-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T22:46:05,76.00,100.0085.25,24.40,false," 0",1648593965
b8eda3ba-afcb-11ec-ab53-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T22:50:05,76.00,100.0085.75,24.40,false," 0",1648594205
4801a8d0-afcc-11ec-9922-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T22:54:05,76.00,100.0085.33,24.40,false," 0",1648594445
d719b0c6-afcc-11ec-9710-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T22:58:05,76.00,100.0086.00,24.40,false," 0",1648594685
6635f472-afcd-11ec-a0f4-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T23:02:05,76.00,100.0086.00,24.40,false," 0",1648594925
f548d710-afcd-11ec-a07b-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T23:06:05,76.00,100.0086.00,24.40,false," 0",1648595165
84943c02-afce-11ec-96c0-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T23:10:06,76.00,100.0085.00,24.40,false," 0",1648595406
137465d2-afcf-11ec-bed7-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T23:14:06,76.00,100.0085.33,24.40,false," 0",1648595646
7ed74254-afcf-11ec-a1d3-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T23:17:06,76.00,100.0085.40,24.40,false," 0",1648595826
ea35c912-afcf-11ec-a0cf-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T23:20:06,76.00,100.0085.20,24.40,false," 0",1648596006
55a289ec-afd0-11ec-b0b3-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T23:23:06,76.00,100.0085.00,24.40,false," 0",1648596186
c0eabe40-afd0-11ec-a011-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T23:26:06,76.00,100.0085.00,24.40,false," 0",1648596366
2c3bfcc2-afd1-11ec-ac82-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T23:29:06,76.00,100.0085.00,24.40,false," 0",1648596546
978ecf90-afd1-11ec-ac36-0e9170a2fd2b," 0",Thing:smartirrigation005,29-03-2022T23:32:06,76.00,100.0085.00,24.40,false," 0",1648596726
